Faculty,Course,Semester,Day,Time,Building,Room
מחלקה לימודי יסוד - תולדות ישראל,04117-02,ב',א',1400 - 1600,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,04118-01,א',א',"1800 - 2000
1800 - 2000",מ.ישראל-507,"209
102"
מחלקה לימודי יסוד - תולדות ישראל,04119-01,א',ב',1400 - 1600,מ.ישראל-507,3
מחלקה לימודי יסוד - תולדות ישראל,04119-02,ב',ב',1400 - 1600,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,04120-01,א',ב',1600 - 1800,מ.ישראל-507,204
מחלקה לימודי יסוד - תולדות ישראל,04120-02,ב',ב',1600 - 1800,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,04121-01,א',ד',"1000 - 1200
1000 - 1200","מ.ישראל-604
מ.ישראל-507","62
1"
מחלקה לימודי יסוד - תולדות ישראל,04122-01,א',ג',"1600 - 1800
1400 - 1600",חברה-902,12
מחלקה לימודי יסוד - תולדות ישראל,04185-01,ב',ב',1400 - 1600,מ.ישראל-507,102
מחלקה לימודי יסוד - תולדות ישראל,04364-01,א',ה',1000 - 1200,מ.ישראל-507,203
מחלקה לימודי יסוד - תולדות ישראל,04412-01,ב',ב',1000 - 1200,מ.ישראל-505,106
מחלקה לימודי יסוד - תולדות ישראל,04417-01,א',ב',1600 - 1800,מ.ישראל-604,102
מחלקה לימודי יסוד - תולדות ישראל,04462-01,א',ג',1000 - 1200,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,045661-01,ב',ג',1200 - 1400,מ.ישראל-507,106
מחלקה לימודי יסוד - תולדות ישראל,045663-01,א',ב',1000 - 1200,מ.ישראל-507,5
מחלקה לימודי יסוד - תולדות ישראל,045665-01,א',ב',1200 - 1400,מ.ישראל-505,1
מחלקה לימודי יסוד - תולדות ישראל,045667-01,א',ב',1600 - 1800,מ.ישראל-507,4
מחלקה לימודי יסוד - תולדות ישראל,045668-01,ב',ב',1800 - 2000,מ.ישראל-507,108
מחלקה לימודי יסוד - תולדות ישראל,045669-01,א',ב',1000 - 1200,מ.ישראל-505,4
מחלקה לימודי יסוד - תולדות ישראל,045670-01,א',ב',1200 - 1400,מ.ישראל-505,101
מחלקה לימודי יסוד - תולדות ישראל,045671-01,ב',ב',1200 - 1400,מ.ישראל-507,203
מחלקה לימודי יסוד - תולדות ישראל,045673-01,א',ב',1400 - 1600,מ.ישראל-507,105
מחלקה לימודי יסוד - תולדות ישראל,04569-01,ב',א',1400 - 1600,יהדות-410,328
מחלקה לימודי יסוד - תולדות ישראל,045761-01,א',א',1400 - 1600,יהדות-410,328
מחלקה לימודי יסוד - תולדות ישראל,04587-01,ב',ג',1000 - 1200,מ.ישראל-507,108
מחלקה לימודי יסוד - תולדות ישראל,04608-01,א',ג',1000 - 1200,מ.ישראל-505,105
מחלקה לימודי יסוד - תולדות ישראל,04669-80,א',"ב',ג'","1200 - 1400
1800 - 1900","מ.ישראל-507
חדר מחלקה",מחלקה
מחלקה לימודי יסוד - תולדות ישראל,04670-80,ב',"ב',ג'","1200 - 1400
1800 - 1900","מ.ישראל-507
חדר מחלקה",מחלקה
מחלקה לימודי יסוד - תולדות ישראל,04746-02,א',ב',1000 - 1200,מ.ישראל-505,106
מחלקה לימודי יסוד - תולדות ישראל,04858-01,א',ג',1000 - 1200,מ.ישראל-501,25
מחלקה לימודי יסוד - תולדות ישראל,04946-01,ב',ב',1600 - 1800,יהדות-404,101
מחלקה לימודי יסוד - תולדות ישראל,049501-01,א',ג',1200 - 1400,מ.ישראל-507,208
מחלקה לימודי יסוד - תולדות ישראל,049502-01,ב',ג',1200 - 1400,מ.ישראל-505,3
מחלקה לימודי יסוד - תולדות ישראל,04977-01,ב',ב',1600 - 1800,יהדות-410,46
מחלקה לימודי יסוד - תולדות ישראל,04981-01,א',ב',"1000 - 1200
1000 - 1200","מ.ישראל-507
מ.ישראל-604","1
205"
מחלקה היחידה להבעה אקדמית ואולפן,06021-01,א',ד',1000 - 1400,מ.ישראל-605,13
מחלקה היחידה להבעה אקדמית ואולפן,06021-02,א',א',1000 - 1400,מ.ישראל-507,108
מחלקה היחידה להבעה אקדמית ואולפן,06021-03,א',ג',1400 - 1800,מ.ישראל-505,5
מחלקה היחידה להבעה אקדמית ואולפן,06021-04,א',ב',1200 - 1600,יהדות-403,113
מחלקה היחידה להבעה אקדמית ואולפן,06021-05,א',ג',1200 - 1600,מ.ישראל-507,101
מחלקה היחידה להבעה אקדמית ואולפן,06021-06,ב',א',1200 - 1600,יהדות-403,66
מחלקה היחידה להבעה אקדמית ואולפן,06021-07,ב',ג',1000 - 1400,מ.ישראל-505,5
מחלקה היחידה להבעה אקדמית ואולפן,06021-08,ב',ב',1000 - 1400,מ.ישראל-502,9
מחלקה היחידה להבעה אקדמית ואולפן,06021-09,ב',ה',1000 - 1400,סטודנטים-105,6
מחלקה היחידה להבעה אקדמית ואולפן,06023-01,א',ג',1200 - 1400,מ.ישראל-605,103
מחלקה היחידה להבעה אקדמית ואולפן,06024-01,ב',ג',1200 - 1400,טרם שובץ,טרם שובץ
מחלקה היחידה להבעה אקדמית ואולפן,06025-01,א',ג',1200 - 1400,מ.ישראל-505,103
מחלקה היחידה להבעה אקדמית ואולפן,06026-01,א',ג',1200 - 1400,מ.ישראל-505,1
מחלקה היחידה להבעה אקדמית ואולפן,06035-01,ב',ג',1200 - 1400,טרם שובץ,טרם שובץ
מחלקה היחידה להבעה אקדמית ואולפן,06036-01,ב',ג',1200 - 1400,טרם שובץ,טרם שובץ
מחלקה היחידה להבעה אקדמית ואולפן,06045-01,א',ג',1200 - 1400,מ.ישראל-604,103
מחלקה היחידה להבעה אקדמית ואולפן,06046-01,ב',ג',1200 - 1400,מ.ישראל-505,104
מחלקה היחידה להבעה אקדמית ואולפן,06047-01,א',ג',1200 - 1400,מ.ישראל-505,3
מחלקה היחידה להבעה אקדמית ואולפן,06047-02,ב',ג',1200 - 1400,מ.ישראל-505,62
מחלקה היחידה להבעה אקדמית ואולפן,06100-01,ב',ד',1200 - 1400,יהדות-410,125
מחלקה המכון הגבוה לתורה,071310-01,א',ה',1000 - 1200,יהדות-404,101
מחלקה המכון הגבוה לתורה,071311-02,ב',ה',1000 - 1200,מ.ישראל-507,101
מחלקה המכון הגבוה לתורה,071312-01,א',ה',0800 - 1000,יהדות-404,115
מחלקה המכון הגבוה לתורה,071313-02,ב',ה',0800 - 1000,יהדות-404,102
מחלקה המכון הגבוה לתורה,071314-01,א',ה',1000 - 1200,יהדות-404,115
מחלקה המכון הגבוה לתורה,071315-02,ב',ה',1000 - 1200,יהדות-403,218
"מחלקה לימודי יסוד - תנ""ך",01002-80,א',ג',0800 - 1000,חדר מחלקה,מחלקה
"מחלקה לימודי יסוד - תנ""ך",01002-81,א',ג',1000 - 1200,יהדות-403,113
"מחלקה לימודי יסוד - תנ""ך",010047-01,ב',ב',1600 - 1800,מ.ישראל-504,1
"מחלקה לימודי יסוד - תנ""ך",010048-01,א',ב',1600 - 1800,מ.ישראל-507,1
"מחלקה לימודי יסוד - תנ""ך",010070-01,ב',ה',1200 - 1400,מ.ישראל-507,102
"מחלקה לימודי יסוד - תנ""ך",01010-10,א',א',1600 - 2000,מ.ישראל-507,207
"מחלקה לימודי יסוד - תנ""ך",01010-80,ב',ג',0800 - 1000,חדר מחלקה,מחלקה
"מחלקה לימודי יסוד - תנ""ך",01010-81,ב',ג',1000 - 1200,מ.ישראל-507,101
"מחלקה לימודי יסוד - תנ""ך",010220-01,א',ב',1800 - 2000,מ.ישראל-505,103
"מחלקה לימודי יסוד - תנ""ך",010372-01,א',ד',1800 - 2000,מ.ישראל-505,5
"מחלקה לימודי יסוד - תנ""ך",010373-01,ב',ד',1800 - 2000,מ.ישראל-507,1
מחלקה לימודי יסוד - תלמוד,02551-01,א',א',0800 - 1000,מ.ישראל-507,102
מחלקה לימודי יסוד - תלמוד,02551-02,ב',א',0800 - 1000,מ.ישראל-507,102
מחלקה לימודי יסוד - תלמוד,02552-01,א',ה',0800 - 1000,מ.ישראל-507,102
מחלקה לימודי יסוד - תלמוד,02552-02,ב',ה',0800 - 1000,מ.ישראל-507,102
מחלקה לימודי יסוד - תלמוד,02553-01,א',א',1200 - 1400,מ.ישראל-507,207
מחלקה לימודי יסוד - תלמוד,02554-01,ב',א',1200 - 1400,מ.ישראל-507,4
מחלקה לימודי יסוד - תלמוד,02555-01,א',א',1400 - 1600,מ.ישראל-507,207
מחלקה לימודי יסוד - תלמוד,02556-01,ב',א',1400 - 1600,מ.ישראל-507,4
מחלקה לימודי יסוד - תלמוד,02558-01,א',ו',1000 - 1200,נלמד בזום,999
מחלקה לימודי יסוד - תלמוד,02559-01,ב',ו',1000 - 1200,נלמד בזום,999
מחלקה לימודי יסוד - תלמוד,02602-01,ב',א',1200 - 1400,מ.ישראל-507,3
מחלקה לימודי יסוד - תלמוד,02603-01,ב',א',1600 - 1800,מ.ישראל-507,4
מחלקה לימודי יסוד - תלמוד,02623-01,ב',א',1800 - 2000,מ.ישראל-505,103
מחלקה לימודי יסוד - תלמוד,02624-01,א',א',1600 - 1800,מ.ישראל-505,103
מחלקה לימודי יסוד - תלמוד,02626-01,א',ד',1200 - 1400,מ.ישראל-505,103
מחלקה לימודי יסוד - תלמוד,02627-01,ב',ד',1200 - 1400,מ.ישראל-505,103
מחלקה לימודי יסוד - תלמוד,02702-01,א',ד',1400 - 1600,מ.ישראל-507,103
מחלקה לימודי יסוד - תלמוד,02704-01,ב',ד',1400 - 1600,מ.ישראל-507,102
מחלקה לימודי יסוד - תולדות ישראל,04117-01,א',א',1400 - 1600,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,04117-02,ב',א',1400 - 1600,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,04118-01,א',א',"1800 - 2000
1800 - 2000",מ.ישראל-507,"209
102"
מחלקה לימודי יסוד - תולדות ישראל,04119-01,א',ב',1400 - 1600,מ.ישראל-507,3
מחלקה לימודי יסוד - תולדות ישראל,04119-02,ב',ב',1400 - 1600,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,04120-01,א',ב',1600 - 1800,מ.ישראל-507,204
מחלקה לימודי יסוד - תולדות ישראל,04120-02,ב',ב',1600 - 1800,מ.ישראל-507,104
מחלקה לימודי יסוד - תולדות ישראל,04121-01,א',ד',"1000 - 1200
1000 - 1200","מ.ישראל-604
מ.ישראל-507","62
1"
מחלקה לימודי יסוד - תולדות ישראל,04122-01,א',ג',"1600 - 1800
1400 - 1600",חברה-902,12
מחלקה לימודי יסוד - תולדות ישראל,04185-01,ב',ב',1400 - 1600,מ.ישראל-507,102
מחלקה לימודי יסוד - תולדות ישראל,04364-01,א',ה',1000 - 1200,מ.ישראל-507,203
מחלקה לימודי יסוד - תולדות ישראל,04412-01,ב',ב',1000 - 1200,מ.ישראל-505,106
מחלקה המכון הגבוה לתורה,071889-01,א',ג',0800 - 1000,יהדות-403,67
מחלקה המכון הגבוה לתורה,071890-02,ב',ג',0800 - 1000,יהדות-404,114
מחלקה המכון הגבוה לתורה,07935-02,א',ג',1000 - 1200,יהדות-403,67
מחלקה המכון הגבוה לתורה,07936-02,א',ב',0800 - 1000,יהדות-404,114
מחלקה המכון הגבוה לתורה,07937-02,א',ב',1000 - 1200,יהדות-404,101
מחלקה המכון הגבוה לתורה,07939-02,א',ד',1000 - 1200,משפטים-306,111
מחלקה המכון הגבוה לתורה,07940-02,א',ד',0800 - 1000,משפטים-306,111
מחלקה המכון הגבוה לתורה,07941-02,א',ב',1000 - 1200,יהדות-404,114
מחלקה המכון הגבוה לתורה,07942-02,א',ה',0800 - 1000,יהדות-404,101
מחלקה המכון הגבוה לתורה,07945-03,ב',ג',1000 - 1200,מ.ישראל-504,4
מחלקה המכון הגבוה לתורה,07946-03,ב',ב',0800 - 1000,יהדות-404,102
מחלקה המכון הגבוה לתורה,07947-03,ב',ב',1000 - 1200,יהדות-404,102
מחלקה המכון הגבוה לתורה,07949-03,ב',ד',1000 - 1200,מ.ישראל-605,12
מחלקה המכון הגבוה לתורה,07950-03,ב',ד',0900 - 1100,משפטים-306,111
מחלקה המכון הגבוה לתורה,07951-03,ב',ב',1000 - 1200,יהדות-404,114
מחלקה המכון הגבוה לתורה,07952-03,ב',ה',0800 - 1000,מ.ישראל-604,101
מחלקה המכון הגבוה לתורה,07955-02,א',ב',0800 - 1000,יהדות-404,101
מחלקה המכון הגבוה לתורה,07956-03,ב',ב',0800 - 1000,יהדות-404,114
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080283-01,א',ה',1600 - 1800,יהדות-410,46
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080284-01,ב',ה',1600 - 1800,יהדות-410,46
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080372-01,א',ד',1800 - 2000,מ.ישראל-505,5
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080373-01,ב',ד',1800 - 2000,מ.ישראל-507,1
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08047-01,ב',ב',1600 - 1800,מ.ישראל-504,1
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08048-01,א',ב',1600 - 1800,מ.ישראל-507,1
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080542-01,א',א',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080543-01,ב',א',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080663-01,ב',ד',1200 - 1400,"פרטי קורס  מ המקדש לפילוג הממלכה (מל""א ו-יב)
קוד קורס 080663-01
שם קורס באנגלית From the Temple to Secession
מחלקה המחלקה לתנ""ך על שם זלמן שמיר
פקולטה מדעי היהדות
סוג מפגש הרצאה
מרצה פרופ' יהושע ברמן
שעות סמסטר ב' - 2.00
נ""ז 2.00
הערה
יום ד'
שעה 1200 - 1400

מ.ישראל-508
חדר
7
אפיונים מודל - אתר מלווה קורס
תאריכי בחינות
סילבוס צפייה בסילבוס",7
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",080664-01,א',ד',1200 - 1400,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08102-01,א',ה',1400 - 1600,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08155-01,א',ג',1000 - 1200,מ.ישראל-507,4
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08157-01,ב',ג',1000 - 1200,מ.ישראל-502,26
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08204-01,א',ה',0800 - 1000,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08205-01,א',ב',1800 - 2000,נלמד בזום,999
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08210-01,א',ג',0800 - 1000,יהדות-410,46
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08211-01,א',ה',1000 - 1200,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082284-01,א',ג',0800 - 1000,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082285-01,א',ג',0800 - 1000,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082400-01,ב',ה',1400 - 1600,יהדות-410,226
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082401-01,ב',ה',1400 - 1600,יהדות-410,226
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082412-01,א',ג',1600 - 1800,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082413-01,ב',ג',1600 - 1800,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082430-01,א',ה',1200 - 1400,יהדות-410,226
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082431-01,א',ה',1200 - 1400,יהדות-410,226
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08250-01,א',ג',1400 - 1600,מ.ישראל-504,1
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082680-01,א',ג',1400 - 1600,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082681-01,א',ג',1400 - 1600,יהדות-410,125
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082682-01,ב',ג',1200 - 1400,מ.ישראל-507,1
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082683-01,ב',ג',1200 - 1400,מ.ישראל-507,1
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082690-01,ב',ה',1200 - 1400,יהדות-410,226
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08269-01,ב',ה',1200 - 1400,יהדות-410,226
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",08282-01,ב',ה',1600 - 1800,יהדות-410,226
"מחלקה המחלקה לתנ""ך על שם זלמן שמיר",082842-01,א',ה',1600 - 1800,יהדות-410,226
